Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,PCT_SE_A12002_002,PCT_SE_A12002_003,PCT_SE_A12002_004,PCT_SE_A12002_005,PCT_SE_A12002_006,PCT_SE_A12002_007,PCT_SE_A12002_008
"06037403601","Census Tract 4036.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4036.01",,,,5206,682,1152,1648,1188,372,127,37,13.1,22.13,31.66,22.82,7.15,2.44,0.71
"06037403702","Census Tract 4037.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.02",,,,3024,254,731,947,764,244,17,67,8.4,24.17,31.32,25.26,8.07,0.56,2.22
"06037403703","Census Tract 4037.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.03",,,,3358,362,653,1199,824,248,54,18,10.78,19.45,35.71,24.54,7.39,1.61,0.54
"06037403721","Census Tract 4037.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.21",,,,4019,776,1109,1316,588,207,23,0,19.31,27.59,32.74,14.63,5.15,0.57,0
"06037403722","Census Tract 4037.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.22",,,,3361,360,1091,1077,550,208,68,7,10.71,32.46,32.04,16.36,6.19,2.02,0.21
"06037403801","Census Tract 4038.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.01",,,,4169,352,1158,1166,1062,405,26,0,8.44,27.78,27.97,25.47,9.71,0.62,0
"06037403802","Census Tract 4038.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.02",,,,4697,759,1222,1468,928,279,29,12,16.16,26.02,31.25,19.76,5.94,0.62,0.26
"06037403901","Census Tract 4039.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4039.01",,,,2191,224,640,785,299,210,8,25,10.22,29.21,35.83,13.65,9.58,0.37,1.14
"06037403902","Census Tract 4039.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4039.02",,,,3500,325,928,1260,653,270,58,6,9.29,26.51,36,18.66,7.71,1.66,0.17
"06037404000","Census Tract 4040, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4040",,,,3262,389,801,998,754,299,21,0,11.93,24.56,30.59,23.11,9.17,0.64,0
"06037404100","Census Tract 4041, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4041",,,,4084,1228,1351,989,447,69,0,0,30.07,33.08,24.22,10.95,1.69,0,0
"06037404201","Census Tract 4042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042.01",,,,2174,480,570,443,534,147,0,0,22.08,26.22,20.38,24.56,6.76,0,0
"06037404203","Census Tract 4042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042.03",,,,2114,386,598,747,260,107,16,0,18.26,28.29,35.34,12.3,5.06,0.76,0
"06037404301","Census Tract 4043.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4043.01",,,,3652,1163,1163,949,259,105,13,0,31.85,31.85,25.99,7.09,2.88,0.36,0
"06037404302","Census Tract 4043.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4043.02",,,,1413,287,343,515,201,52,15,0,20.31,24.27,36.45,14.23,3.68,1.06,0
"06037404401","Census Tract 4044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.01",,,,2435,643,712,690,247,143,0,0,26.41,29.24,28.34,10.14,5.87,0,0
"06037404402","Census Tract 4044.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.02",,,,3155,724,810,1023,477,102,7,12,22.95,25.67,32.42,15.12,3.23,0.22,0.38
"06037404501","Census Tract 4045.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.01",,,,1700,567,659,330,113,31,0,0,33.35,38.76,19.41,6.65,1.82,0,0
"06037404503","Census Tract 4045.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.03",,,,2034,547,466,540,321,120,29,11,26.89,22.91,26.55,15.78,5.9,1.43,0.54
"06037404504","Census Tract 4045.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.04",,,,3262,1047,842,811,374,151,37,0,32.1,25.81,24.86,11.47,4.63,1.13,0
"06037404600","Census Tract 4046, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4046",,,,933,169,270,310,147,34,3,0,18.11,28.94,33.23,15.76,3.64,0.32,0
"06037404701","Census Tract 4047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.01",,,,3931,1359,1253,854,355,64,46,0,34.57,31.87,21.72,9.03,1.63,1.17,0
"06037404702","Census Tract 4047.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.02",,,,3313,995,852,695,728,43,0,0,30.03,25.72,20.98,21.97,1.3,0,0
"06037404703","Census Tract 4047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.03",,,,2017,626,644,474,246,21,0,6,31.04,31.93,23.5,12.2,1.04,0,0.3
"06037404804","Census Tract 4048.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048.04",,,,2851,940,801,504,463,116,27,0,32.97,28.1,17.68,16.24,4.07,0.95,0
"06037404805","Census Tract 4048.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048.05",,,,1917,596,484,525,218,42,52,0,31.09,25.25,27.39,11.37,2.19,2.71,0
"06037404806","Census Tract 4048.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048.06",,,,3889,1144,1344,885,404,67,3,42,29.42,34.56,22.76,10.39,1.72,0.08,1.08
"06037404901","Census Tract 4049.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049.01",,,,3853,1499,1109,864,304,67,0,10,38.9,28.78,22.42,7.89,1.74,0,0.26
"06037404902","Census Tract 4049.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049.02",,,,2357,670,603,671,351,52,10,0,28.43,25.58,28.47,14.89,2.21,0.42,0
"06037404903","Census Tract 4049.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049.03",,,,1778,383,537,496,284,51,27,0,21.54,30.2,27.9,15.97,2.87,1.52,0
"06037405001","Census Tract 4050.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4050.01",,,,3922,1292,1284,972,310,28,36,0,32.94,32.74,24.78,7.9,0.71,0.92,0
"06037405002","Census Tract 4050.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4050.02",,,,2219,1133,576,350,119,32,9,0,51.06,25.96,15.77,5.36,1.44,0.41,0
"06037405101","Census Tract 4051.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4051.01",,,,3255,1210,1140,549,309,19,19,9,37.17,35.02,16.87,9.49,0.58,0.58,0.28
"06037405102","Census Tract 4051.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4051.02",,,,3649,1293,1056,845,365,65,0,25,35.43,28.94,23.16,10,1.78,0,0.69
"06037405201","Census Tract 4052.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052.01",,,,3510,1104,946,870,480,101,9,0,31.45,26.95,24.79,13.68,2.88,0.26,0
"06037405202","Census Tract 4052.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052.02",,,,2965,880,828,920,262,75,0,0,29.68,27.93,31.03,8.84,2.53,0,0
"06037405203","Census Tract 4052.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052.03",,,,2073,555,624,540,263,78,6,7,26.77,30.1,26.05,12.69,3.76,0.29,0.34
"06037405301","Census Tract 4053.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4053.01",,,,1925,422,594,490,233,154,14,18,21.92,30.86,25.45,12.1,8,0.73,0.94
"06037405302","Census Tract 4053.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4053.02",,,,3736,668,1063,1239,470,215,56,25,17.88,28.45,33.16,12.58,5.75,1.5,0.67
"06037405400","Census Tract 4054, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4054",,,,3400,687,1077,854,363,381,14,24,20.21,31.68,25.12,10.68,11.21,0.41,0.71
"06037405500","Census Tract 4055, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4055",,,,4160,680,1516,1027,677,177,6,77,16.35,36.44,24.69,16.27,4.25,0.14,1.85
"06037405600","Census Tract 4056, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4056",,,,4078,672,1076,1315,697,253,60,5,16.48,26.39,32.25,17.09,6.2,1.47,0.12
"06037405701","Census Tract 4057.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4057.01",,,,2478,414,708,794,436,71,19,36,16.71,28.57,32.04,17.59,2.87,0.77,1.45
"06037405702","Census Tract 4057.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4057.02",,,,3565,598,1180,925,529,277,41,15,16.77,33.1,25.95,14.84,7.77,1.15,0.42
"06037405800","Census Tract 4058, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4058",,,,3906,577,1021,1307,687,250,37,27,14.77,26.14,33.46,17.59,6.4,0.95,0.69
"06037405900","Census Tract 4059, Los Angeles County, California","ca","140","00",,,,"06","037",,,"405900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4059",,,,2917,544,674,1051,512,114,13,9,18.65,23.11,36.03,17.55,3.91,0.45,0.31
"06037406000","Census Tract 4060, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4060",,,,3668,530,954,1364,573,231,16,0,14.45,26.01,37.19,15.62,6.3,0.44,0
"06037406101","Census Tract 4061.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4061.01",,,,2350,154,525,884,452,292,43,0,6.55,22.34,37.62,19.23,12.43,1.83,0
"06037406103","Census Tract 4061.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4061.03",,,,5793,800,1712,2134,901,109,56,81,13.81,29.55,36.84,15.55,1.88,0.97,1.4
"06037406201","Census Tract 4062.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4062.01",,,,2472,675,734,644,349,22,16,32,27.31,29.69,26.05,14.12,0.89,0.65,1.29
"06037406300","Census Tract 4063, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4063",,,,4611,370,1028,1373,1167,424,109,140,8.02,22.29,29.78,25.31,9.2,2.36,3.04
"06037406413","Census Tract 4064.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4064.13",,,,4789,480,1283,1407,1169,255,169,26,10.02,26.79,29.38,24.41,5.32,3.53,0.54
"06037406500","Census Tract 4065, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4065",,,,5220,673,1592,1558,1114,242,17,24,12.89,30.5,29.85,21.34,4.64,0.33,0.46
"06037406601","Census Tract 4066.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4066.01",,,,3335,331,956,1170,661,153,53,11,9.93,28.67,35.08,19.82,4.59,1.59,0.33
"06037406602","Census Tract 4066.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4066.02",,,,3639,611,1280,1026,532,107,79,4,16.79,35.17,28.19,14.62,2.94,2.17,0.11
"06037406701","Census Tract 4067.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4067.01",,,,2374,434,585,800,389,94,25,47,18.28,24.64,33.7,16.39,3.96,1.05,1.98
"06037406702","Census Tract 4067.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4067.02",,,,4633,551,1287,1361,966,352,95,21,11.89,27.78,29.38,20.85,7.6,2.05,0.45
"06037406801","Census Tract 4068.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4068.01",,,,3631,540,1217,1063,606,168,10,27,14.87,33.52,29.28,16.69,4.63,0.28,0.74
"06037406903","Census Tract 4069.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"406903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4069.03",,,,4869,1328,1422,1242,676,163,19,19,27.27,29.21,25.51,13.88,3.35,0.39,0.39
"06037407001","Census Tract 4070.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070.01",,,,4301,1385,1450,980,357,99,9,21,32.2,33.71,22.79,8.3,2.3,0.21,0.49
"06037407002","Census Tract 4070.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070.02",,,,2380,855,779,462,173,75,27,9,35.92,32.73,19.41,7.27,3.15,1.13,0.38
"06037407101","Census Tract 4071.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4071.01",,,,3082,1023,849,889,240,32,14,35,33.19,27.55,28.84,7.79,1.04,0.45,1.14
"06037407102","Census Tract 4071.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4071.02",,,,3793,1317,1089,1003,270,85,8,21,34.72,28.71,26.44,7.12,2.24,0.21,0.55
"06037407201","Census Tract 4072.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4072.01",,,,2287,799,598,536,229,102,0,23,34.94,26.15,23.44,10.01,4.46,0,1.01
"06037407202","Census Tract 4072.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4072.02",,,,2203,854,697,389,228,21,14,0,38.77,31.64,17.66,10.35,0.95,0.64,0
"06037407301","Census Tract 4073.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4073.01",,,,2745,641,847,819,413,25,0,0,23.35,30.86,29.84,15.05,0.91,0,0
"06037407302","Census Tract 4073.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4073.02",,,,2003,496,616,667,172,45,0,7,24.76,30.75,33.3,8.59,2.25,0,0.35
"06037407400","Census Tract 4074, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4074",,,,1343,188,367,446,277,36,17,12,14,27.33,33.21,20.63,2.68,1.27,0.89
"06037407501","Census Tract 4075.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4075.01",,,,2640,767,912,577,299,73,0,12,29.05,34.55,21.86,11.33,2.77,0,0.45
"06037407502","Census Tract 4075.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4075.02",,,,2752,779,892,780,228,63,0,10,28.31,32.41,28.34,8.28,2.29,0,0.36
"06037407601","Census Tract 4076.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4076.01",,,,2568,850,888,637,174,19,0,0,33.1,34.58,24.81,6.78,0.74,0,0
"06037407602","Census Tract 4076.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4076.02",,,,2752,842,898,706,266,31,9,0,30.6,32.63,25.65,9.67,1.13,0.33,0
"06037407701","Census Tract 4077.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4077.01",,,,2816,1025,812,754,196,16,13,0,36.4,28.84,26.78,6.96,0.57,0.46,0
"06037407702","Census Tract 4077.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4077.02",,,,4810,1623,1517,902,640,79,13,36,33.74,31.54,18.75,13.31,1.64,0.27,0.75
"06037407801","Census Tract 4078.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4078.01",,,,3392,881,1116,802,492,82,19,0,25.97,32.9,23.64,14.5,2.42,0.56,0
"06037407802","Census Tract 4078.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4078.02",,,,2231,638,678,530,270,100,4,11,28.6,30.39,23.76,12.1,4.48,0.18,0.49
"06037407901","Census Tract 4079.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4079.01",,,,2748,821,926,659,268,66,8,0,29.88,33.7,23.98,9.75,2.4,0.29,0
"06037407902","Census Tract 4079.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"407902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4079.02",,,,1236,307,279,366,225,59,0,0,24.84,22.57,29.61,18.2,4.77,0,0
"06037408003","Census Tract 4080.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.03",,,,3524,880,807,852,619,306,41,19,24.97,22.9,24.18,17.57,8.68,1.16,0.54
"06037408004","Census Tract 4080.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.04",,,,1847,131,276,533,583,266,52,6,7.09,14.94,28.86,31.56,14.4,2.82,0.32
"06037408005","Census Tract 4080.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.05",,,,3727,213,623,1095,1139,525,104,28,5.72,16.72,29.38,30.56,14.09,2.79,0.75
"06037408006","Census Tract 4080.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080.06",,,,2616,280,675,740,694,159,31,37,10.7,25.8,28.29,26.53,6.08,1.19,1.41
"06037408133","Census Tract 4081.33, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.33",,,,4222,782,1193,1200,716,268,23,40,18.52,28.26,28.42,16.96,6.35,0.54,0.95
"06037408134","Census Tract 4081.34, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.34",,,,2273,206,429,621,685,270,62,0,9.06,18.87,27.32,30.14,11.88,2.73,0
"06037408135","Census Tract 4081.35, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.35",,,,3114,323,501,1021,1006,176,61,26,10.37,16.09,32.79,32.31,5.65,1.96,0.83
"06037408136","Census Tract 4081.36, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.36",,,,2763,280,955,617,677,179,55,0,10.13,34.56,22.33,24.5,6.48,1.99,0
"06037408137","Census Tract 4081.37, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.37",,,,3034,248,841,910,728,247,60,0,8.17,27.72,29.99,23.99,8.14,1.98,0
"06037408138","Census Tract 4081.38, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.38",,,,3476,1144,1117,984,231,0,0,0,32.91,32.13,28.31,6.65,0,0,0
"06037408139","Census Tract 4081.39, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.39",,,,3053,1235,851,565,304,66,25,7,40.45,27.87,18.51,9.96,2.16,0.82,0.23
"06037408140","Census Tract 4081.40, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.40",,,,2314,912,956,312,88,46,0,0,39.41,41.31,13.48,3.8,1.99,0,0
"06037408141","Census Tract 4081.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081.41",,,,3031,1107,864,733,267,38,22,0,36.52,28.51,24.18,8.81,1.25,0.73,0
"06037408212","Census Tract 4082.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082.12",,,,3495,617,891,722,916,328,14,7,17.65,25.49,20.66,26.21,9.38,0.4,0.2
"06037408213","Census Tract 4082.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082.13",,,,4418,588,1486,1275,862,162,33,12,13.31,33.64,28.86,19.51,3.67,0.75,0.27
"06037408301","Census Tract 4083.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.01",,,,4076,1452,1037,981,381,154,62,9,35.62,25.44,24.07,9.35,3.78,1.52,0.22
"06037408302","Census Tract 4083.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.02",,,,2363,653,473,510,496,155,34,42,27.63,20.02,21.58,20.99,6.56,1.44,1.78
"06037408303","Census Tract 4083.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.03",,,,3059,451,834,1027,617,117,7,6,14.74,27.26,33.57,20.17,3.82,0.23,0.2
"06037408401","Census Tract 4084.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084.01",,,,3289,648,1199,1029,345,38,23,7,19.7,36.45,31.29,10.49,1.16,0.7,0.21
"06037408402","Census Tract 4084.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084.02",,,,4923,602,1237,1511,972,436,49,116,12.23,25.13,30.69,19.74,8.86,1,2.36
"06037408503","Census Tract 4085.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"408503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.03",,,,4938,320,1048,1146,1426,775,137,86,6.48,21.22,23.21,28.88,15.69,2.77,1.74
